Name,Latitude,Longitude,Address,Access,Fee,Bidet,Source
DOH Pharmaceutical Distributor,9.3170807,123.3032263,,customers,no,no,OpenStreetMap (Commercial)
DOH Pharmaceutical Distributor,9.3206025,123.3002113,,customers,no,no,OpenStreetMap (Commercial)
DSS Fireworks,9.3119389,123.3077806,Katada Street,customers,no,no,OpenStreetMap (Commercial)
DU EK SAM Incorporated,9.3074763,123.3054778,,customers,no,no,OpenStreetMap (Commercial)
DYNASTY Dimsym Bar,9.3230992,123.3069215,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
DaYo Seafood,9.3097191,123.3089464,San Juan Street,customers,no,no,OpenStreetMap (Commercial)
Dagsaan Restaurant,9.3259723,123.3111837,North Boulevard,customers,no,no,OpenStreetMap (Commercial)
Dagunton Pisonet,9.3027422,123.3014376,,customers,no,no,OpenStreetMap (Commercial)
Daiso Japan,9.2989272,123.3033376,,customers,no,no,OpenStreetMap (Commercial)
Daro Barangay Hall,9.3191783,123.3023439,Narra Street,public,no,no,OpenStreetMap (Commercial)
Daro Satellite Market,9.3191047,123.302702,,public,no,no,OpenStreetMap (Commercial)
David's Salon,9.3093034,123.3087383,,customers,no,no,OpenStreetMap (Commercial)
Dawn Dry Goods,9.2899179,123.2965053,,customers,no,no,OpenStreetMap (Commercial)
De Lite Commercial,9.3075214,123.3056699,,customers,no,no,OpenStreetMap (Commercial)
Dekada,9.3066309,123.3100069,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Derm Corner,9.3091436,123.308741,,customers,no,no,OpenStreetMap (Commercial)
Derm Corner,9.309366,123.307717,Governor M. F. Perdices Street,public,no,no,Manual Research
Dexter's Pizza,9.3087912,123.308864,,customers,no,no,OpenStreetMap (Commercial)
Diesel Power Parts Center/ Sentro (Dumaguete),9.2991979,123.3026167,,customers,no,no,OpenStreetMap (Commercial)
Digital One,9.308274,123.3075461,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Diocese of Dumaguete Religious Store,9.3050653,123.3075711,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Dok Alternatibo,9.3107617,123.3045046,,customers,no,no,OpenStreetMap (Commercial)
Domus Resto,9.3195501,123.3075882,,customers,no,no,OpenStreetMap (Commercial)
Don Roberto's Bar & Restaurant,9.3101195,123.3076516,,customers,no,no,OpenStreetMap (Commercial)
Donie's foodhaus,9.2997437,123.3051939,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Du Ek Sam,9.3078322,123.305746,Real Street,customers,no,no,OpenStreetMap (Commercial)
Du Ek Sam,9.3182893,123.3011383,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Ducky's Garden Inn,9.3219623,123.2937824,Saint Raymund Street,customers,no,no,OpenStreetMap (Commercial)
Duma Futbol Shop,9.3015225,123.3079534,,customers,no,no,OpenStreetMap (Commercial)
"Dumaguete Auto Parts, Inc.",9.3001798,123.3063497,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Blind Massage Center,9.3043537,123.3108579,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete City Development Bank,9.3069505,123.3049542,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Dumaguete City Hall,9.3049297,123.3095208,,public,no,no,OpenStreetMap (Commercial)
Dumaguete City Health Office Ⅱ,9.2913231,123.2629405,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete City Public Library,9.3048886,123.3095256,,public,no,no,OpenStreetMap (Commercial)
Dumaguete City Public Market,9.3055053,123.3066328,Real Street,public,no,no,OpenStreetMap (Commercial)
Dumaguete Crown Pharmacy,9.3047136,123.3055937,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Crown Pharmacy,9.3068736,123.3071895,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Equipment Serve,9.3036637,123.3056612,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Paint Center,9.3036481,123.3066672,Sta. Rosa st. Dumaguete City,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Port Restrooms,9.3128,123.3095,"Port Area, Dumaguete City",public,yes,no,Manual Research
Dumaguete Public Market Restrooms,9.3082,123.3059,"Public Market Complex, Dumaguete City",public,yes,no,Manual Research
Dumaguete Royal Suite,9.3264118,123.3003149,L. Rovira East Road,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Royal Suite Inn,9.3262554,123.3003343,L. Rovira East Road,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Rural Bank,9.3082969,123.3060822,,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Seafront Hotel,9.3094762,123.3092254,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Dumaguete Zenith Commercial,9.3064146,123.3055207,,customers,no,no,OpenStreetMap (Commercial)
Dunkin',9.3078514,123.3077605,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Dunkin',9.298835,123.3032998,,customers,no,no,OpenStreetMap (Commercial)
Duplamilco Inc.,9.2926449,123.2980712,,customers,no,no,OpenStreetMap (Commercial)
EDGE,9.3101728,123.3068836,,customers,no,no,OpenStreetMap (Commercial)
EMI Store,9.3277154,123.3069616,,customers,no,no,OpenStreetMap (Commercial)
Earth Lovers Gift Shop,9.3014241,123.3014295,,customers,no,no,OpenStreetMap (Commercial)
Earthworks Construction Supplies,9.3034772,123.3058982,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
EastWest Unibank,9.3045471,123.3071801,,customers,no,no,OpenStreetMap (Commercial)
EastWest Unibank,9.304586,123.3074665,Senator Lorenzo G. Teves,customers,no,no,OpenStreetMap (Commercial)
Eatery,9.3171158,123.3031508,Doctor Venancio I. Aldecoa Sr. Drive,customers,no,no,OpenStreetMap (Commercial)
Edelweiss Austrian Restaurant,9.3006829,123.2971643,,customers,no,no,OpenStreetMap (Commercial)
El Amigo Resto Bar,9.3102851,123.3086385,,customers,no,no,OpenStreetMap (Commercial)
El Amigo Resto Bar,9.31036,123.3086491,,customers,no,no,OpenStreetMap (Commercial)
Elaine's Homestay,9.316562,123.306438,N/A,customers,no,yes,User Provided (Bidet List v3)
Eljun Motorparts/ F&FO,9.3248181,123.2983785,,customers,no,no,OpenStreetMap (Commercial)
"Enhance Visa Services, Inc.",9.3086904,123.3076637,Noblefranca Street,customers,no,no,OpenStreetMap (Commercial)
Entong Motorparts,9.3066881,123.3048872,,customers,no,no,OpenStreetMap (Commercial)
Entrance to the port and ALL ferry offices have ticket offices here,9.3128107,123.309421,,public,no,no,OpenStreetMap (Commercial)
Escarda's Grill Haus,9.3065076,123.3016809,Dr. Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Eskinah Enterprises,9.3212013,123.3069559,,customers,no,no,OpenStreetMap (Commercial)
Esther Eatery,9.3048831,123.306714,,customers,no,no,OpenStreetMap (Commercial)
Esturya sa KRI Restaurant,9.3182919,123.3071713,,customers,no,no,OpenStreetMap (Commercial)
Eterna Funeral Home,9.3210255,123.2995896,,customers,no,no,OpenStreetMap (Commercial)
Ever Mall Cellphone Shop,9.308427,123.3075405,,customers,no,no,OpenStreetMap (Commercial)
Everfresh Laundry,9.3088831,123.3087086,,customers,no,no,OpenStreetMap (Commercial)
Expressions,9.3233145,123.2979911,,customers,no,no,OpenStreetMap (Commercial)
Expressions Flower Shop,9.3096973,123.3062631,Maria Cristina Street,customers,no,no,OpenStreetMap (Commercial)
Extended Stay,9.309019,123.3025189,,customers,no,no,OpenStreetMap (Commercial)
F & FO Dumaguete,9.3130607,123.303869,,customers,no,no,OpenStreetMap (Commercial)
FIKA,9.3230815,123.3068909,,customers,no,no,OpenStreetMap (Commercial)
FJR Motorparts,9.3082921,123.3048554,,customers,no,no,OpenStreetMap (Commercial)
FT Store,9.3256509,123.2953873,,customers,no,no,OpenStreetMap (Commercial)
Fangsong Massage Spa,9.3002964,123.3070087,,customers,no,no,OpenStreetMap (Commercial)
Feeling Pogi,9.3101143,123.3073843,,customers,no,no,OpenStreetMap (Commercial)
Fetus UltraSound,9.3170795,123.3019675,,customers,no,no,OpenStreetMap (Commercial)
FieSole Residence Inn,9.3092064,123.3068728,San Juan Street,customers,no,no,OpenStreetMap (Commercial)
Figaro,9.3101623,123.3066707,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
Firehouse Restaurant,9.3253584,123.2936629,L. Rovira West Road,customers,no,no,OpenStreetMap (Commercial)
First Consolidated Bank,9.2975584,123.2870924,,customers,no,no,OpenStreetMap (Commercial)
Flamin Grill,9.3179175,123.3071171,,customers,no,yes,User Provided (Bidet List)
Flavors of Manila,9.3161034,123.3008579,,customers,no,no,OpenStreetMap (Commercial)
Flight Centre,9.2989211,123.3035622,,customers,no,no,OpenStreetMap (Commercial)
Food Rehab,9.3233198,123.3115446,Flores Avenue Extension,customers,no,no,OpenStreetMap (Commercial)
Food Span,9.3201352,123.3070255,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
FoodNet,9.3085069,123.3086492,Santa Catalina,customers,no,no,OpenStreetMap (Commercial)
Foodah Express,9.3215939,123.2995932,,customers,no,no,OpenStreetMap (Commercial)
Foodah Express,9.3220305,123.299448,,customers,no,no,OpenStreetMap (Commercial)
Foodnet Restaurant,9.3012316,123.3077542,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Foodnet Restobar,9.3014446,123.3043958,,customers,no,no,OpenStreetMap (Commercial)
Free Way Convenience Store,9.3211251,123.3034138,,customers,no,no,OpenStreetMap (Commercial)
Freedom Park,9.3138129,123.3025817,,public,unknown,yes,User Provided (Bidet List)
Freedom Park / Provincial Capitol Restrooms,9.3119,123.3038,"Capitol Area, Dumaguete City",public,no,no,Manual Research
Freshen Baked,9.32635,123.2712581,,customers,no,no,OpenStreetMap (Commercial)
Freshen Baked Bakeshoppe,9.3240189,123.2864234,Larena Drive,customers,no,no,OpenStreetMap (Commercial)
Fuh Garen Chinese Restaurant,9.3010526,123.2974766,,customers,no,no,OpenStreetMap (Commercial)
G-Four Racing,9.3078421,123.3048613,,customers,no,no,OpenStreetMap (Commercial)
GN Bakeshop,9.3241716,123.2864427,,customers,no,no,OpenStreetMap (Commercial)
GP Lines,9.312087,123.3095407,,customers,no,no,OpenStreetMap (Commercial)
GPA Meatshop,9.3224686,123.2957302,,customers,no,no,OpenStreetMap (Commercial)
GPA Meatshop,9.3224407,123.2957308,Saint Ignatius Street,customers,no,no,OpenStreetMap (Commercial)
GSIS Dumaguete,9.323062,123.298937,N/A,public,no,yes,User Provided (Bidet List v3)
GUD,9.3050665,123.3048207,,customers,no,no,OpenStreetMap (Commercial)
GUD Moto Trading,9.2921994,123.2981885,,customers,no,no,OpenStreetMap (Commercial)
GUD Suzuki Perdices,9.3029575,123.3077899,,customers,no,no,OpenStreetMap (Commercial)
Gabby's Bed and Breakfast,9.317837,123.297172,N/A,customers,no,yes,User Provided (Bidet List v3)
Gabby's Bistro,9.3076541,123.3096396,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Gabby's Bistro,9.3270167,123.3042145,L. Rovira East Road,customers,no,no,OpenStreetMap (Commercial)
Gabby's Bistro (Bantayan/Main),9.327188,123.304187,,customers,no,yes,User Provided (Bidet List)
Gabby's Bistro (Boulevard),9.30778,123.30972,,customers,no,yes,User Provided (Bidet List)
Gabby's Bistro - Paseo Perdices,9.3074394,123.3096427,N/A,customers,no,yes,User Provided (Bidet List v3)
Gadgets by GD,9.307982,123.3085231,,customers,no,no,OpenStreetMap (Commercial)
Galing Kapé,9.3261431,123.2981402,,customers,no,no,OpenStreetMap (Commercial)
Gao Thai Foot and Body Massage,9.3107678,123.3045585,,customers,no,no,OpenStreetMap (Commercial)
Garden of Saints,9.3237138,123.2795574,,customers,no,no,OpenStreetMap (Commercial)
Genejul General Merchandise,9.3033663,123.2691318,,customers,no,no,OpenStreetMap (Commercial)
Generika,9.3082162,123.3063926,,customers,no,no,OpenStreetMap (Commercial)
Generika,9.3055983,123.305092,,customers,no,no,OpenStreetMap (Commercial)
Gerry's Restaurant,9.3059002,123.3102224,,customers,no,no,OpenStreetMap (Commercial)
Gie-Gies Sport Bar and Grill,9.2894695,123.2961265,,customers,no,no,OpenStreetMap (Commercial)
Go Hotels Dumaguete,9.2974598,123.3051381,,customers,no,no,OpenStreetMap (Commercial)
Gold Label,9.3095744,123.3076768,,customers,no,no,OpenStreetMap (Commercial)
Golden Gate Suites,9.3071199,123.3051544,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Golden Roys Chicken House,9.3040649,123.3082158,,customers,no,no,OpenStreetMap (Commercial)
Goldilocks,9.3078986,123.3077444,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Goldwins Laundry Mat,9.2895767,123.2645788,,customers,no,no,OpenStreetMap (Commercial)
Gong Cha,9.2982089,123.3040745,,customers,no,no,OpenStreetMap (Commercial)
Gong Cha,9.3230521,123.3119207,,customers,no,no,OpenStreetMap (Commercial)
Good Year Auto Care -NBYCI,9.3002592,123.3056172,,customers,no,no,OpenStreetMap (Commercial)
Good and cheap massage,9.3089837,123.3087521,,customers,no,no,OpenStreetMap (Commercial)
Got Kee,9.3100609,123.3091581,Rizal Avenue,customers,no,no,OpenStreetMap (Commercial)
Got Kee Restaurant,9.3100579,123.3092589,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Gourmet Cafe coffee shop,9.3066185,123.3023138,,customers,no,no,OpenStreetMap (Commercial)
Grace Pharmacy,9.3061962,123.3055673,,customers,no,no,OpenStreetMap (Commercial)
Grace Pharmacy,9.308032,123.3077664,Governor Mariano F. Perdices Street,customers,no,yes,User Provided (Bidet List)
Grand Royal Spa,9.3070273,123.3052506,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Grand Royal Spa,9.3261549,123.298177,,customers,no,no,OpenStreetMap (Commercial)
Grandeur Travel & Tours,9.3167283,123.3060317,,customers,no,no,OpenStreetMap (Commercial)
GraviTea,9.3069234,123.3089197,,customers,no,no,OpenStreetMap (Commercial)
Green Cauldron,9.2787951,123.2758051,,customers,no,no,OpenStreetMap (Commercial)
Greenwich,9.2981857,123.3030984,,customers,no,yes,User Provided (Bidet List)
Greenwich,9.3070218,123.3075492,,customers,no,no,OpenStreetMap (Commercial)
Greenwich (Downtown/Perdices),9.30805,123.30778,,customers,no,yes,User Provided (Bidet List)
Greenwich (Robinsons Place),9.298312,123.302937,,customers,no,yes,User Provided (Bidet List)
Greenwich Perdices Street (Downtown),9.3070165,123.3075523,N/A,customers,no,yes,User Provided (Bidet List v3)
Ground Zero,9.309414,123.3083192,,customers,no,no,OpenStreetMap (Commercial)
Gud Moto Trading,9.3107925,123.3048833,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Guts & Geri Laundry,9.3195441,123.3077709,Amigo Street,customers,no,no,OpenStreetMap (Commercial)
HAN's Store,9.3047918,123.3055855,,customers,no,no,OpenStreetMap (Commercial)
HOY LUGAW,9.3102914,123.3077759,,customers,no,no,OpenStreetMap (Commercial)
Habhaban,9.3209061,123.3036614,,customers,no,no,OpenStreetMap (Commercial)
Hacienda Sr. Pedro Grill,9.3183444,123.2895988,Larena Drive,customers,no,no,OpenStreetMap (Commercial)
Hai Inn,9.3129372,123.2781879,Metro Dumaguete Diversion Road,customers,no,no,OpenStreetMap (Commercial)
Han Ching's Store,9.3067531,123.3040224,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Handumanan,9.3090524,123.3075218,,customers,no,no,OpenStreetMap (Commercial)
Handyman,9.3076985,123.3078485,,customers,no,no,OpenStreetMap (Commercial)
Handyman,9.2986449,123.3035719,,customers,no,no,OpenStreetMap (Commercial)
Handyman Do It Best,9.3000384,123.3052619,,customers,no,no,OpenStreetMap (Commercial)
Hangout Cafe,9.311895,123.3075487,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Hankki,9.3083686,123.3081034,,customers,no,no,OpenStreetMap (Commercial)
Hannah Bbq & Eatery,9.3065904,123.3095345,,customers,no,no,OpenStreetMap (Commercial)
Hapit Anay Store,9.3208284,123.3070041,,customers,no,no,OpenStreetMap (Commercial)
Harimariz Dormitory Hotel,9.3276104,123.2959115,,customers,no,no,OpenStreetMap (Commercial)
Harold's Dive Center,9.3164154,123.307359,,public/customers,unknown,yes,User Provided (Bidet List)
Haru Studio,9.3229357,123.3117671,,customers,no,no,OpenStreetMap (Commercial)
Haru Studio,9.3106059,123.3073131,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
Harvey's Grill,9.3263693,123.2998386,,customers,no,no,OpenStreetMap (Commercial)
Hayahay,9.3211623,123.3122785,,customers,no,no,OpenStreetMap (Commercial)
Heart Hotel,9.302688,123.307938,N/A,customers,no,yes,User Provided (Bidet List v3)
Heaven's Hamburger,9.3043884,123.3017696,,customers,no,no,OpenStreetMap (Commercial)
Hemingway,9.3145795,123.2977257,,customers,no,no,OpenStreetMap (Commercial)
Henia,9.306465,123.305827,Bishop Epifanio B. Surban Street,customers,no,no,OpenStreetMap (Commercial)
Henia Hotel,9.306437,123.305813,N/A,customers,no,yes,User Provided (Bidet List v3)
Hermogina Apartments,9.2950867,123.3007667,,customers,no,no,OpenStreetMap (Commercial)
Hitop,9.3119476,123.3075406,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Hokkaido Autoparts/ Sentro Dumaguete,9.3037008,123.3050386,,customers,no,no,OpenStreetMap (Commercial)
Holy Child Hospital,9.3059711,123.3070786,Bishop Epifanio B. Surban Street,public,no,no,OpenStreetMap (Commercial)
Honda,9.3185502,123.301141,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Hotel Camila,9.3097122,123.305388,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Hotel Dumaguete,9.3213901,123.3104219,N/A,customers,no,yes,User Provided (Bidet List v3)
Hotel Essencia,9.3089513,123.3058428,,customers,no,no,OpenStreetMap (Commercial)
Hotel Nicanor,9.308063,123.308188,San Jose,customers,no,yes,OpenStreetMap (Commercial)
Hotel Palwa,9.3071508,123.3059057,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Howyang,9.3077967,123.3077659,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Hukad,9.2987043,123.3031713,,customers,no,no,OpenStreetMap (Commercial)
Hukad Everyday Filipino,9.3227261,123.3120176,,customers,no,no,OpenStreetMap (Commercial)
Hyde,9.3233349,123.3116404,Flores Avenue Extension,customers,no,no,OpenStreetMap (Commercial)
INKMORE,9.3096645,123.3088025,,customers,no,no,OpenStreetMap (Commercial)
INO J Enterprises,9.3126197,123.2662772,Dumaguete - Palinpinon Road,customers,no,no,OpenStreetMap (Commercial)
Ichiraku,9.3171807,123.3025045,,customers,no,no,OpenStreetMap (Commercial)
Iconcepts,9.3065469,123.2980003,Larena Drive,customers,no,no,OpenStreetMap (Commercial)
Ikura Sushi Bar,9.3021064,123.2974751,Senator Lorenzo G. Teves Street Extension,customers,no,no,OpenStreetMap (Commercial)
Ildesefa suites inn,9.3170676,123.3073789,,customers,no,no,OpenStreetMap (Commercial)
Imee's Store,9.3060431,123.3018922,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
Imperial Appliance Plaza,9.3089624,123.3053158,,customers,no,no,OpenStreetMap (Commercial)
Inasal Gid,9.3239628,123.3116316,,customers,no,no,OpenStreetMap (Commercial)
Infinitea,9.3077528,123.309631,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Interpace,9.3229896,123.31176,,customers,no,no,OpenStreetMap (Commercial)
Island Life Adventure Shop,9.3102629,123.3086255,,customers,no,no,OpenStreetMap (Commercial)
Islands Leisure Boutique Hotel & Spa,9.3252314,123.3070563,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Izakaya Himawari Japanese Restaurant,9.32543,123.30702,N/A,customers,no,yes,User Provided (Bidet List v3)
J Mart,9.3167336,123.2953329,,customers,no,no,OpenStreetMap (Commercial)
J and N Eatery,9.3119609,123.309377,,customers,no,no,OpenStreetMap (Commercial)
J&J Hotelier,9.3134664,123.3096273,Flores Avenue,customers,no,no,OpenStreetMap (Commercial)
JC Enterprises,9.3046801,123.3037567,Senator Lorenzo G. Teves Extension,customers,no,no,OpenStreetMap (Commercial)
JJ Lechon Pares,9.3190812,123.2943278,,customers,no,no,OpenStreetMap (Commercial)
JK Beauty Salon,9.3088801,123.3075256,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
JM Boutique,9.3026992,123.306839,Luke E. Wright Street,customers,no,no,OpenStreetMap (Commercial)
JRC Autoparts Dumaguete,9.3042516,123.3071769,,customers,no,no,OpenStreetMap (Commercial)
JVS Audio,9.3040868,123.3061502,,customers,no,no,OpenStreetMap (Commercial)
JVS Audio System,9.3189367,123.3008325,,customers,no,no,OpenStreetMap (Commercial)
Jabe Enterprises,9.3031191,123.307841,,customers,no,no,OpenStreetMap (Commercial)
Jack's Garage,9.2924235,123.3063864,Saint John the Baptist Road,customers,no,no,OpenStreetMap (Commercial)
Jackrelous Mobile Care,9.3086936,123.3077199,,customers,no,no,OpenStreetMap (Commercial)
Jaden's pet shop,9.3066218,123.3032056,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Jane's,9.3241484,123.2987108,,customers,no,no,OpenStreetMap (Commercial)
Janice Store,9.3236599,123.2932538,First Street,customers,no,no,OpenStreetMap (Commercial)
Jannilyn Villanueva,9.3200169,123.296196,E. J. Blanco Extension,customers,no,no,OpenStreetMap (Commercial)
Japa Bites,9.322542,123.3119391,,customers,no,no,OpenStreetMap (Commercial)
Jasmin's Flower Shop,9.3169965,123.3015762,,customers,no,no,OpenStreetMap (Commercial)
Jay Lovely Eatery,9.3200214,123.296022,E. J. Blanco Extension,customers,no,no,OpenStreetMap (Commercial)
Jay Lovely Eatery,9.3200123,123.2960035,E. J. Blanco Extension,customers,no,no,OpenStreetMap (Commercial)
Jaycee Store,9.3060525,123.3016474,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
Jennalyn Store,9.3024138,123.3013355,,customers,no,no,OpenStreetMap (Commercial)
Jeric Auto Parts,9.3035118,123.3059492,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
Jham Autoparts Dumaguete,9.3046199,123.3089952,,customers,no,no,OpenStreetMap (Commercial)
Jill Eatery,9.30456,123.3026389,,customers,no,no,OpenStreetMap (Commercial)
JingJing Lechon Manok,9.3077886,123.2961644,,customers,no,no,OpenStreetMap (Commercial)
Jo's Chicken Inato,9.3102365,123.3079629,,public/customers,unknown,yes,User Provided (Bidet List)
Jo's Chicken Inato,9.3255627,123.3110057,,customers,no,no,OpenStreetMap (Commercial)
Jo's Chicken Inato (Main),9.31023,123.30798,,public/customers,unknown,yes,User Provided (Bidet List)
Jobert's Cake & Pastries,9.3101255,123.3063487,,customers,no,no,OpenStreetMap (Commercial)
Johann's Kamaisan,9.3044586,123.3028259,,customers,no,no,OpenStreetMap (Commercial)
Joker #2 Barbershop,9.304558,123.302571,,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.3213329,123.299659,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.3235251,123.298479,,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.2981005,123.3032726,,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.3060863,123.3076578,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.2990206,123.3024481,,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.3082094,123.3075325,,customers,no,no,OpenStreetMap (Commercial)
Jollibee,9.3115774,123.304863,,customers,no,yes,User Provided (Bidet List)
Jollibee Dumaguete Cathedral,9.306062,123.307563,N/A,public,no,yes,User Provided (Bidet List v3)
Jollibee Dumaguete Downtown,9.308187,123.307563,N/A,customers,no,yes,User Provided (Bidet List v3)
Jollibee Dumaguete South Road,9.299062,123.302437,N/A,customers,no,yes,User Provided (Bidet List v3)
Jollibee inside Robinsons Place Mall,9.298188,123.303313,N/A,public,no,yes,User Provided (Bidet List v3)
Jollibee near NOPH,9.32115,123.29944,N/A,customers,no,yes,User Provided (Bidet List v3)
Jollibee near NORSU,9.31159,123.30488,,customers,no,yes,User Provided (Bidet List)
Jollibee near Negros Oriental Provincial Hospital,9.32112,123.29941,,customers,no,yes,User Provided (Bidet List)
Jollibee near Quezon Park,9.30602,123.3076,,customers,no,yes,User Provided (Bidet List)
Jollibee near Robinsons Place Mall,9.29792,123.30384,,customers,no,yes,User Provided (Bidet List)
Joneco Tech,9.3224596,123.311862,,customers,no,no,OpenStreetMap (Commercial)
Josie J Store,9.3193902,123.2942886,,customers,no,no,OpenStreetMap (Commercial)
Joy Store,9.3222196,123.3047401,,customers,no,no,OpenStreetMap (Commercial)
Julie's,9.3067506,123.3047244,,customers,no,no,OpenStreetMap (Commercial)
Julrick Store,9.3211104,123.3058276,,customers,no,no,OpenStreetMap (Commercial)
Junob Barangay Hall,9.2959613,123.2834013,Jose Romero Road,public,no,no,OpenStreetMap (Commercial)
K's Kitchen,9.2918448,123.298404,,customers,no,no,OpenStreetMap (Commercial)
K-Egg Point,9.3098919,123.3049427,Silliman Avenue Extension,customers,no,no,OpenStreetMap (Commercial)
K-Town,9.3227166,123.3074349,,customers,no,no,OpenStreetMap (Commercial)
KC Mart,9.3101264,123.3063351,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
KFC,9.2979569,123.3036441,,customers,no,no,OpenStreetMap (Commercial)
KP Sanitago Optical Clinic,9.3093865,123.3077818,,customers,no,no,OpenStreetMap (Commercial)
KTV Family Bar,9.3102959,123.3087257,,customers,no,no,OpenStreetMap (Commercial)
Ka Nang Aida's,9.3163714,123.3012537,,customers,no,no,OpenStreetMap (Commercial)
Kape Negrense Brew,9.3255828,123.3110696,,customers,no,no,OpenStreetMap (Commercial)
Kapeng Lokal,9.3284671,123.3098048,,customers,no,no,OpenStreetMap (Commercial)
Kapeng Pinoy,9.30364,123.3065812,"Sta. Rosa St., Dumaguete City",customers,no,no,OpenStreetMap (Commercial)
Kapitan's Kebab,9.3082126,123.3081014,San Jose Street,customers,no,no,OpenStreetMap (Commercial)
Karylle Faith Store,9.3060263,123.3020198,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
Katipunan Bank,9.3015107,123.3041638,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
Kava,9.3254843,123.3068623,,customers,no,no,OpenStreetMap (Commercial)
Kennel,9.3059078,123.3002126,,customers,no,no,OpenStreetMap (Commercial)
Kettle Korn,9.3227995,123.3119053,,customers,no,no,OpenStreetMap (Commercial)
Kevin and Alma Sari-sari Store,9.3049307,123.2982955,,customers,no,no,OpenStreetMap (Commercial)
Kevins Bike Shop,9.3064405,123.3060216,Bishop Epifanio B. Surban Street,customers,no,no,OpenStreetMap (Commercial)
Kikoy Paklay,9.3104795,123.2998723,Ciriaco Espina Street,customers,no,no,OpenStreetMap (Commercial)
Kingsport Motorparts,9.3063324,123.3049054,,customers,no,no,OpenStreetMap (Commercial)
Kobe's Grill,9.3002838,123.2956726,,customers,no,no,OpenStreetMap (Commercial)
Kodak Express,9.3096808,123.3076676,,customers,no,no,OpenStreetMap (Commercial)
Kofinos Coffee Shop,9.3100865,123.2824869,,customers,no,no,OpenStreetMap (Commercial)
Koze Suites,9.326812,123.302688,N/A,customers,no,yes,User Provided (Bidet List v3)
Kusina Sa Daro,9.3167632,123.3015163,,customers,no,no,OpenStreetMap (Commercial)
Kusina ni Luchi,9.3088872,123.3023063,San Jose Extension,customers,no,no,OpenStreetMap (Commercial)
